material_diff,white_material,black_material,white_pawns,black_pawns,white_knights,black_knights,white_bishops,black_bishops,white_rooks,black_rooks,white_queens,black_queens,white_bishop_pair,black_bishop_pair,white_developed,black_developed,white_castled,black_castled,white_castled_on_move,black_castled_on_move,pawn_moves_white,pawn_moves_black,piece_moves_white,piece_moves_black,captures_white,captures_black,checks_white,checks_black,center_control_white,center_control_black,ext_center_white,ext_center_black,white_mobility,black_mobility,white_attacked_squares,black_attacked_squares,white_doubled_pawns,black_doubled_pawns,white_isolated_pawns,black_isolated_pawns,white_passed_pawns,black_passed_pawns,white_king_safety,black_king_safety,white_king_exposure,black_king_exposure,eco_category,result
8,26,18,7,5,0,0,0,1,2,2,1,0,0,0,4,4,1,1,19,15,9,8,16,17,7,5,1,2,3,3,7,11,33,29,35,28,2,2,3,2,1,0,4,2,0,3,3,1-0
13,23,10,6,5,1,0,0,0,1,1,1,0,0,0,3,4,1,1,5,9,7,10,18,15,9,6,1,0,2,1,11,5,28,14,35,18,0,0,0,2,1,1,4,3,0,0,3,1-0
-5,21,26,4,6,0,0,1,2,1,1,1,1,0,1,4,3,1,1,22,9,7,2,18,23,5,8,0,1,3,1,10,9,28,30,32,29,0,0,2,1,0,1,2,4,0,0,3,0-1
-1,18,19,5,6,1,0,0,1,2,2,0,0,0,0,4,3,1,1,15,10,8,12,17,13,6,7,0,2,2,3,5,8,25,31,29,31,2,2,2,0,0,1,2,2,2,2,2,0-1
-6,23,29,6,7,0,0,1,1,1,2,1,1,0,0,4,4,1,1,7,16,6,8,19,17,4,6,1,0,2,3,7,12,29,47,31,40,0,0,0,0,0,0,3,4,2,1,3,0-1
-5,14,19,6,5,1,2,0,1,1,1,0,0,0,0,4,4,0,0,0,0,7,5,18,20,6,7,4,4,3,1,9,6,29,29,28,25,0,0,0,0,0,0,3,2,2,0,2,0-1
0,20,20,6,6,0,0,0,0,1,1,1,1,0,0,4,4,1,1,10,10,9,6,16,19,7,7,0,2,3,2,10,10,35,38,31,35,0,0,0,1,0,0,3,3,0,1,0,0-1
-5,17,22,4,5,1,1,0,0,2,1,0,1,0,0,4,4,1,1,11,8,7,5,18,20,7,8,0,3,2,3,7,11,23,48,24,43,0,0,2,0,0,0,2,3,2,1,2,0-1
-9,18,27,4,5,2,0,1,1,1,2,0,1,0,0,4,4,0,0,0,0,6,5,19,20,6,7,0,12,2,1,10,8,35,33,35,32,0,0,2,0,0,0,3,2,3,2,1,1-0
17,31,14,6,3,0,1,2,1,2,1,1,0,1,0,4,4,1,1,15,14,11,5,14,20,9,4,3,0,4,1,14,5,52,22,48,21,2,0,1,1,2,0,3,2,1,2,3,1-0
7,24,17,7,4,1,0,0,1,1,2,1,0,0,0,4,4,1,1,9,16,8,9,17,16,8,5,3,0,2,1,13,6,36,24,37,28,0,0,0,2,1,0,3,2,0,3,2,1-0
1,15,14,5,6,0,1,0,0,2,1,0,0,0,0,4,4,1,1,11,11,8,5,17,20,7,8,0,1,3,3,7,10,28,29,27,29,0,0,0,0,0,0,2,3,2,0,3,1-0
-15,15,30,5,5,0,0,0,2,2,2,0,1,0,1,4,3,1,1,6,16,7,5,18,20,5,8,1,1,2,1,8,6,29,44,27,37,0,0,0,2,0,0,3,2,1,0,1,0-1
-2,31,33,8,5,1,2,2,1,1,2,1,1,1,0,4,2,1,1,8,8,10,10,15,15,4,2,0,0,2,2,10,11,34,41,37,39,2,0,0,0,2,0,3,3,2,1,3,1-0
-3,27,30,5,8,0,0,1,1,2,2,1,1,0,0,4,4,1,1,8,6,6,8,19,17,3,6,0,0,1,4,8,12,36,34,36,35,2,0,2,0,0,1,3,2,0,2,0,0-1
9,22,13,6,3,1,0,1,0,2,2,0,0,0,0,4,4,0,1,0,17,6,8,19,17,10,5,1,2,3,0,13,6,38,26,35,25,0,0,0,1,1,0,2,2,0,1,2,1-0
-4,16,20,6,4,0,0,0,2,2,2,0,0,0,1,4,4,0,0,0,0,9,9,16,16,7,7,1,2,2,2,7,11,19,44,23,40,2,0,1,0,2,1,4,2,0,3,0,0-1
7,31,24,6,5,1,0,1,0,2,2,1,1,0,0,4,4,1,1,5,5,11,9,14,16,7,4,0,1,2,1,11,5,35,40,38,38,2,2,0,2,3,2,1,3,3,1,3,1-0
-3,18,21,5,5,1,1,0,1,2,2,0,0,0,0,4,4,1,0,13,0,10,6,15,19,6,7,1,0,2,3,9,10,34,39,29,34,0,0,2,2,0,0,3,3,2,1,1,1-0
15,29,14,7,5,1,0,0,0,2,0,1,1,0,0,4,4,0,1,0,10,6,7,19,18,9,4,1,2,4,1,13,4,41,20,39,23,0,2,0,3,0,0,2,2,0,1,2,1-0
-18,10,28,2,5,1,1,0,2,1,1,0,1,0,1,4,3,1,1,14,9,7,3,18,22,5,11,0,3,1,3,4,10,17,37,21,38,0,0,0,1,0,2,2,4,0,0,2,0-1
-1,16,17,7,3,0,2,0,1,0,1,1,0,0,0,4,4,1,1,7,5,5,8,20,17,8,7,5,0,4,3,8,9,27,37,31,32,2,0,0,1,2,0,4,2,2,1,2,0-1
-7,22,29,5,7,0,1,1,0,1,2,1,1,0,0,4,4,1,1,11,10,6,5,19,20,4,7,0,1,3,3,8,11,29,47,28,42,0,0,2,0,0,0,3,3,3,0,2,0-1
0,24,24,5,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,16,6,9,10,16,15,7,7,1,1,4,2,12,10,42,41,40,40,0,0,1,1,0,0,2,2,1,2,2,1-0
0,13,13,5,5,1,0,0,1,1,1,0,0,0,0,4,4,1,0,6,0,6,6,19,19,8,8,2,2,2,2,8,10,26,22,28,27,0,2,0,2,0,0,3,3,1,2,1,1/2-1/2
-2,22,24,5,4,0,0,1,2,1,1,1,1,0,1,4,4,1,1,7,13,5,4,20,21,7,7,2,0,3,4,12,10,41,38,38,37,0,0,2,1,1,0,3,3,1,1,2,1-0
0,24,24,5,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,21,11,9,10,16,15,7,7,0,0,4,1,12,9,37,39,36,36,0,0,2,3,0,0,2,3,1,1,3,1-0
11,29,18,7,4,0,0,1,0,2,1,1,1,0,0,4,4,1,1,5,11,4,6,21,19,9,4,2,0,4,1,12,7,35,30,38,30,2,0,1,1,3,0,3,2,0,1,2,1-0
-3,27,30,5,5,1,1,0,1,2,2,1,1,0,0,4,3,0,0,0,0,6,5,19,20,5,6,5,6,4,3,11,12,44,37,37,36,0,0,0,1,0,1,3,2,5,2,2,0-1
0,11,11,6,6,0,0,0,0,1,1,0,0,0,0,4,4,1,0,18,0,7,10,18,15,8,8,1,1,3,3,6,9,11,22,22,23,0,2,1,3,0,0,5,2,4,2,3,0-1
-4,20,24,3,5,1,0,0,0,1,2,1,1,0,0,4,4,1,0,10,0,6,9,19,16,7,9,1,2,3,3,12,9,36,45,35,37,0,0,1,3,0,1,1,3,4,0,1,0-1
-1,28,29,5,4,2,0,1,2,1,2,1,1,0,1,3,4,1,1,8,8,9,8,16,17,6,5,2,0,4,3,13,12,44,42,38,38,0,0,0,2,0,0,3,2,1,0,2,1-0
11,25,14,6,4,0,0,0,0,2,2,1,0,0,0,4,4,1,1,9,8,6,7,19,18,9,6,2,0,3,0,13,4,42,20,40,24,0,0,0,0,2,0,4,3,1,0,3,1-0
3,18,15,5,5,0,0,1,0,2,2,0,0,0,0,4,4,1,1,9,5,10,9,15,16,8,7,0,1,1,2,8,5,32,20,33,22,2,2,0,5,1,0,2,3,0,0,2,1-0
-13,9,22,3,3,1,2,1,1,0,2,0,0,0,0,4,3,1,0,8,0,9,9,16,16,7,10,0,1,1,2,6,5,25,25,23,24,0,0,0,1,0,1,3,1,0,2,1,0-1
-4,20,24,4,4,1,1,1,1,2,1,0,1,0,0,3,4,1,1,10,9,8,4,17,21,7,7,2,3,1,4,9,12,2,49,28,44,0,0,1,1,1,1,0,3,3,0,2,0-1
-13,14,27,3,5,1,1,1,0,1,2,0,1,0,0,4,4,1,1,13,10,4,6,21,19,6,9,0,3,3,2,9,6,8,43,29,37,0,0,1,0,0,2,3,2,1,1,2,0-1
-11,9,20,4,6,0,0,0,0,1,1,0,1,0,0,4,4,0,1,0,8,6,4,19,21,7,10,0,3,1,0,5,7,2,31,18,35,2,0,1,1,0,3,4,3,2,1,2,0-1
-4,12,16,4,5,0,1,1,1,1,1,0,0,0,0,3,4,0,1,0,8,9,7,16,18,7,9,0,4,0,1,4,9,12,37,17,31,0,0,0,1,0,1,1,2,2,0,2,0-1
9,28,19,6,3,1,2,0,0,2,2,1,0,0,0,4,4,1,1,13,6,6,12,19,13,8,5,0,0,2,3,8,10,39,30,35,30,2,0,3,0,3,0,3,3,0,0,3,0-1
-3,25,28,3,6,1,0,0,1,2,2,1,1,0,0,4,4,1,1,9,15,9,7,16,18,5,8,1,0,2,4,9,13,41,44,35,44,0,0,0,1,0,2,3,4,1,1,2,0-1
4,24,20,5,3,0,1,0,0,2,1,1,1,0,0,4,4,1,1,6,10,5,8,20,17,9,7,4,0,3,3,12,10,43,40,43,36,0,0,0,1,2,1,3,2,3,1,2,1-0
-7,17,24,4,5,1,0,0,0,2,2,0,1,0,0,3,4,1,1,9,8,7,9,18,16,7,8,2,3,3,4,7,13,18,44,26,41,0,0,1,2,0,1,1,3,4,0,2,0-1
2,26,24,4,5,1,0,0,0,2,2,1,1,0,0,4,4,1,1,9,4,7,6,18,19,7,7,0,0,3,3,13,11,49,38,42,39,0,0,1,0,0,0,3,3,0,2,2,1-0
-2,23,25,4,6,0,0,0,0,2,2,1,1,0,0,4,4,1,1,5,14,12,8,13,17,6,8,1,0,3,3,11,12,42,36,39,38,0,0,1,1,0,2,1,2,1,4,1,0-1
11,19,8,5,5,2,0,1,1,1,0,0,0,0,0,4,4,1,0,12,0,5,4,20,21,9,6,5,0,2,2,9,6,31,17,28,18,0,0,1,2,0,0,3,3,0,0,0,1-0
-5,17,22,3,5,2,1,1,0,1,1,0,1,0,0,3,4,1,1,10,7,6,4,19,21,7,8,0,9,2,3,11,13,13,40,24,37,0,0,3,0,1,0,2,3,5,0,1,1-0
10,28,18,6,4,1,0,0,0,2,1,1,1,0,0,4,4,1,1,10,10,7,7,18,18,9,5,1,3,3,2,10,6,43,25,41,22,0,0,0,2,1,0,2,2,0,1,3,1-0
-5,23,28,6,6,0,1,1,0,1,2,1,1,0,0,4,4,1,1,10,10,10,8,15,17,5,6,0,1,3,3,10,10,27,37,32,36,2,0,4,0,0,0,3,3,1,0,3,1-0
-2,17,19,4,6,0,1,1,0,2,2,0,0,0,0,4,4,1,1,9,8,9,9,16,16,6,8,0,1,2,4,6,11,26,34,26,32,0,0,1,1,0,1,3,3,0,0,2,1-0
1,25,24,6,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,8,8,8,8,17,17,7,6,2,0,3,0,13,10,34,37,41,36,2,0,3,0,0,0,2,2,4,1,2,0-1
4,13,9,5,4,0,0,1,0,1,1,0,0,0,0,4,4,0,0,0,0,6,5,19,20,10,8,2,2,2,0,10,5,32,22,29,21,0,0,0,0,0,0,3,2,0,2,2,1-0
1,19,18,6,5,0,0,1,1,2,2,0,0,0,0,4,4,1,0,11,0,10,14,15,11,7,6,4,0,4,1,11,8,27,36,31,28,0,0,0,1,0,0,2,2,1,3,3,1/2-1/2
-9,9,18,4,5,0,0,0,1,1,2,0,0,0,0,4,4,1,0,10,0,11,10,14,15,7,10,0,0,2,3,5,10,17,31,19,31,0,2,1,3,1,2,3,3,1,1,2,0-1
14,32,18,7,5,1,1,1,0,2,2,1,0,0,0,4,4,1,1,15,9,5,4,20,21,7,3,3,2,3,2,7,5,31,22,34,25,2,0,1,2,0,0,3,3,1,0,2,1-0
-3,21,24,4,5,0,0,1,0,1,2,1,1,0,0,4,4,1,0,6,0,5,8,20,17,7,8,3,0,2,4,9,13,43,37,39,36,0,0,1,2,0,1,3,3,0,2,3,1-0
4,18,14,5,6,1,0,0,1,2,1,0,0,0,0,4,4,0,1,0,13,9,4,16,21,7,7,0,6,1,2,8,9,6,26,29,26,0,0,1,0,0,0,1,4,3,0,3,0-1
-4,25,29,5,7,1,1,1,0,1,2,1,1,0,0,4,4,0,1,0,9,6,5,19,20,4,6,0,2,2,4,10,11,35,44,35,37,0,0,0,0,0,1,2,3,2,1,2,0-1
0,15,15,5,5,0,0,0,0,2,2,0,0,0,0,4,4,1,1,18,7,2,10,23,15,8,8,0,1,2,1,8,8,26,29,26,32,0,0,1,1,0,0,3,3,1,0,3,1/2-1/2
0,32,32,7,7,1,0,1,2,2,2,1,1,0,1,4,4,1,1,19,20,8,8,17,17,3,3,0,0,4,2,14,11,45,33,41,37,0,0,0,0,0,0,3,3,1,1,2,1-0
-4,27,31,2,6,1,1,1,1,2,2,1,1,0,0,4,4,0,1,0,11,6,9,19,16,4,8,2,2,2,3,12,14,38,55,39,44,0,0,2,0,0,3,1,2,2,1,3,0-1
-5,26,31,4,6,0,1,1,1,2,2,1,1,0,0,4,4,1,0,8,0,8,9,17,16,4,7,2,0,2,4,7,14,36,44,31,40,0,0,1,0,0,2,3,3,0,0,2,0-1
-8,11,19,6,5,0,0,0,0,1,1,0,1,0,0,4,4,1,0,18,0,6,6,19,19,8,8,2,1,1,3,5,12,15,40,20,35,0,0,2,0,1,0,3,3,1,0,3,0-1
0,28,28,6,6,1,1,0,0,2,2,1,1,0,0,4,4,1,1,11,6,9,9,16,16,5,5,0,0,3,4,8,12,30,47,31,39,0,2,0,4,0,1,2,3,0,0,3,1-0
-1,21,22,4,5,0,1,1,0,1,1,1,1,0,0,4,4,1,1,11,11,9,8,16,17,7,8,0,2,3,3,12,9,37,39,38,39,0,0,2,1,0,1,3,3,3,1,3,1-0
-2,28,30,6,5,0,1,1,1,2,2,1,1,0,0,4,4,1,0,11,0,5,4,20,21,5,5,2,1,1,3,10,12,37,41,39,37,0,0,1,2,0,0,3,3,0,4,2,1-0
0,21,21,5,5,1,1,1,1,2,2,0,0,0,0,4,4,1,1,9,12,11,9,14,16,6,6,2,0,3,2,11,9,39,30,35,33,0,0,2,0,0,0,3,2,1,1,2,1-0
-3,13,16,5,5,0,1,1,1,1,1,0,0,0,0,4,4,0,1,0,7,3,7,22,18,7,8,2,4,2,4,7,12,29,40,27,36,0,0,2,0,0,0,3,2,2,0,2,0-1
-12,15,27,5,5,0,0,0,1,2,2,0,1,0,0,4,4,1,0,7,0,9,8,16,17,6,8,2,1,2,1,7,6,25,30,25,31,0,0,3,0,1,0,2,2,0,0,1,0-1
0,10,10,5,5,0,0,0,0,1,1,0,0,0,0,4,4,1,1,12,9,5,9,20,16,9,9,2,1,2,2,6,6,24,23,23,23,0,0,0,1,1,1,2,3,0,3,3,0-1
-2,23,25,4,3,0,1,0,0,2,2,1,1,0,0,4,3,1,1,10,9,7,5,18,20,8,8,1,3,1,3,11,12,48,40,36,39,0,0,0,1,1,0,2,1,1,3,1,0-1
6,29,23,7,6,0,0,1,1,2,1,1,1,0,0,3,4,1,1,7,4,8,5,17,20,6,4,4,0,3,1,11,6,41,30,43,33,0,2,0,0,0,0,3,2,3,4,2,1-0
1,18,17,7,6,2,1,0,1,1,1,0,0,0,0,4,4,1,1,8,17,5,5,20,20,6,5,0,1,4,2,10,8,33,32,35,31,0,0,0,0,0,0,3,3,1,2,2,1-0
2,15,13,4,5,1,1,1,0,1,1,0,0,0,0,3,4,1,0,15,0,8,12,17,13,8,8,4,0,2,4,8,12,20,30,23,30,0,0,1,1,0,2,3,3,2,3,2,0-1
-13,15,28,4,3,0,0,2,2,1,2,0,1,1,1,3,4,1,0,20,0,5,7,20,18,7,8,3,3,2,4,7,8,0,46,27,43,0,0,0,3,0,1,0,1,5,0,1,0-1
1,27,26,5,4,0,0,1,1,2,2,1,1,0,0,4,4,1,1,9,8,6,5,19,20,7,6,2,2,3,1,13,9,2,47,42,42,0,0,0,1,0,0,2,3,1,2,3,0-1
1,25,24,6,5,0,0,0,0,2,2,1,1,0,0,4,4,1,1,6,11,8,6,17,19,7,6,0,0,3,3,11,11,37,37,38,38,0,0,0,1,1,1,4,4,1,2,3,1-0
-16,14,30,4,5,0,1,0,1,2,2,0,1,0,0,4,4,1,1,8,13,4,9,21,16,5,9,3,0,3,3,9,10,33,39,28,34,0,0,1,2,0,1,3,2,1,0,2,0-1
-1,17,18,7,5,0,0,0,1,2,2,0,0,0,0,4,4,1,1,11,11,8,7,17,18,7,6,1,0,3,2,8,11,28,32,36,32,0,2,0,1,2,0,4,4,6,1,3,1-0
3,9,6,6,6,0,0,1,0,0,0,0,0,0,0,4,4,1,0,11,0,6,4,19,21,9,8,5,2,2,1,6,4,19,10,21,13,2,0,3,0,0,0,2,3,0,1,2,1-0
-1,12,13,4,5,1,1,0,0,1,1,0,0,0,0,4,4,1,1,13,9,5,7,20,18,8,9,3,2,2,2,7,9,26,30,28,30,0,0,0,0,0,0,2,3,2,3,3,1/2-1/2
-1,13,14,5,4,0,0,1,0,1,2,0,0,0,0,4,4,1,0,24,0,8,4,17,21,9,8,2,1,3,2,7,6,28,29,27,27,0,0,3,1,1,0,1,3,0,0,3,0-1
3,30,27,5,7,1,1,1,1,2,1,1,1,0,0,4,4,1,1,15,9,9,11,16,14,4,5,1,2,2,4,10,10,0,37,35,33,0,0,2,0,0,0,2,3,4,1,2,0-1
-2,25,27,5,5,1,0,1,1,1,2,1,1,0,0,4,4,1,1,9,9,8,8,17,17,6,6,2,0,2,3,11,13,46,43,41,40,0,0,2,0,1,0,3,3,0,0,2,0-1
12,31,19,6,6,1,0,1,1,2,2,1,0,0,0,3,4,1,1,6,13,7,7,18,18,6,4,1,0,2,2,7,8,42,26,39,31,0,2,1,1,0,0,4,4,0,1,3,1-0
8,22,14,6,4,1,0,1,0,2,2,0,0,0,0,3,4,0,1,0,7,9,10,16,15,9,5,1,1,2,2,10,8,1,28,34,29,0,2,1,4,1,0,3,1,2,3,0,1-0
-1,17,18,3,4,0,0,0,0,1,1,1,1,0,0,4,4,1,1,11,12,7,7,18,18,9,10,0,2,2,2,7,5,28,26,28,27,0,0,0,4,0,2,3,2,0,0,2,0-1
-1,18,19,7,6,0,1,2,0,1,2,0,0,1,0,3,4,1,1,10,6,7,9,18,16,6,5,0,2,3,3,9,9,26,31,28,32,0,0,0,0,0,0,4,4,0,0,3,0-1
-4,26,30,7,5,0,2,0,0,2,2,1,1,0,0,4,4,1,0,15,0,5,4,20,21,5,5,5,0,2,4,9,11,30,41,27,36,2,0,1,1,0,0,3,2,0,0,2,0-1
4,31,27,6,5,1,1,1,0,2,2,1,1,0,0,4,4,0,1,0,11,5,8,20,17,6,4,0,3,3,2,13,7,55,22,43,24,0,0,1,0,0,0,3,1,0,1,2,1-0
3,28,25,6,5,0,1,1,1,2,1,1,1,0,0,4,3,1,0,6,0,7,5,18,20,6,5,3,1,4,3,13,12,39,37,42,37,2,0,3,1,0,0,3,3,1,4,1,1-0
5,19,14,7,5,1,0,0,0,0,0,1,1,0,0,4,4,1,1,5,5,8,8,17,17,9,6,1,1,3,3,10,11,35,28,37,29,0,0,0,0,1,0,3,3,1,2,3,1-0
-6,24,30,7,5,0,2,1,0,1,2,1,1,0,0,4,3,1,1,10,11,9,9,16,16,5,5,2,1,3,3,11,11,36,20,37,30,2,0,0,1,0,0,2,3,0,2,2,1-0
1,19,18,6,5,0,0,1,1,2,2,0,0,0,0,4,4,1,1,8,8,8,11,17,14,7,6,0,0,3,2,10,9,24,28,30,34,2,2,1,0,1,0,4,4,0,0,3,0-1
-6,15,21,4,5,1,1,1,1,1,2,0,0,0,0,4,4,0,1,0,10,9,9,16,16,6,8,0,5,0,3,2,9,17,42,19,35,0,0,0,2,0,0,2,2,2,0,1,0-1
-9,21,30,5,5,1,1,1,1,2,2,0,1,0,0,4,4,1,0,8,0,6,6,19,19,5,6,4,1,1,4,7,12,30,48,31,42,0,0,0,1,0,0,3,3,0,1,1,0-1
5,27,22,5,5,1,0,0,1,2,1,1,1,0,0,4,4,1,1,7,4,8,8,17,17,7,6,0,1,3,2,10,7,47,25,38,31,0,0,2,1,0,0,2,0,1,3,0,1-0
-1,30,31,5,6,1,2,1,0,2,2,1,1,0,0,4,4,0,1,0,12,6,9,19,16,4,5,1,1,3,3,10,12,41,40,37,38,0,0,2,0,0,0,3,3,2,2,2,1-0
3,28,25,6,6,1,0,0,0,2,2,1,1,0,0,4,4,1,1,9,9,7,6,18,19,6,5,0,1,4,1,13,7,38,34,40,37,0,0,1,2,0,0,3,4,2,0,3,1-0
-10,17,27,7,5,0,1,0,0,2,2,0,1,0,0,4,4,1,0,12,0,8,6,17,19,6,6,3,0,2,2,8,9,25,36,29,35,0,2,0,2,1,0,2,1,2,3,2,1-0
5,14,9,6,4,1,0,0,0,1,1,0,0,0,0,4,4,0,1,0,20,4,4,21,21,10,7,1,1,2,2,8,7,7,20,25,22,0,0,0,1,0,0,2,3,1,0,2,1-0
5,19,14,6,4,1,0,0,0,2,2,0,0,0,0,4,4,1,1,6,12,9,9,16,16,9,6,1,0,3,2,8,3,25,18,31,25,0,2,0,2,2,0,3,3,0,0,3,1-0
6,24,18,5,4,0,0,0,0,2,1,1,1,0,0,4,4,1,1,14,7,5,9,20,16,9,7,1,0,3,2,12,7,42,35,39,31,0,0,2,2,0,0,3,2,1,1,3,1-0
3,27,24,5,7,1,1,0,0,2,1,1,1,0,0,4,4,1,1,8,8,4,8,21,17,5,6,0,1,3,4,11,12,35,37,31,37,0,2,3,2,0,0,2,2,1,0,3,0-1
-4,30,34,5,6,2,1,0,2,2,2,1,1,0,1,4,4,1,1,6,7,10,7,15,18,3,5,0,2,3,4,11,15,3,47,39,43,0,0,2,0,0,0,3,3,0,0,1,0-1
7,21,14,5,3,1,1,1,1,2,1,0,0,0,0,3,4,0,0,0,0,10,6,15,19,9,6,5,1,1,2,5,9,3,28,32,27,2,0,2,3,1,1,3,1,4,2,3,1-0
4,22,18,5,5,1,1,0,0,1,2,1,0,0,0,4,4,1,0,15,0,4,4,21,21,7,7,5,0,3,2,13,6,46,19,41,22,0,0,0,0,0,0,3,2,0,4,2,1-0
2,25,23,3,4,0,0,1,0,2,2,1,1,0,0,4,4,1,1,9,8,4,9,21,16,8,8,1,2,2,3,8,13,38,44,35,39,0,0,1,1,1,1,1,2,2,1,3,0-1
-5,23,28,3,6,1,1,1,0,1,2,1,1,0,0,4,4,1,0,7,0,7,11,18,14,5,8,0,3,3,2,10,8,40,39,33,36,0,0,1,1,0,2,1,2,3,0,1,1-0
8,28,20,6,6,1,0,0,0,2,1,1,1,0,0,4,4,1,0,23,0,11,7,14,18,7,5,1,1,3,1,9,6,38,22,38,27,0,2,2,2,1,0,4,3,0,0,3,1/2-1/2
0,28,28,6,6,0,0,1,1,2,2,1,1,0,0,4,4,1,1,7,11,10,8,15,17,5,5,2,0,2,3,7,10,28,42,32,35,0,0,1,1,0,0,3,3,0,0,1,1-0
-3,21,24,4,4,0,1,1,1,1,1,1,1,0,0,4,4,1,0,9,0,8,7,17,18,7,8,1,3,2,3,8,11,43,41,34,34,0,0,2,2,0,1,2,1,1,1,2,1-0
-6,15,21,5,5,0,0,0,2,2,2,0,0,0,1,4,2,0,1,0,12,8,7,17,18,6,8,1,2,3,3,8,9,28,31,28,31,0,0,2,0,1,0,3,1,0,3,1,0-1
8,31,23,6,6,2,1,0,0,2,1,1,1,0,0,4,4,1,1,6,13,9,7,16,18,6,4,1,0,4,2,9,9,43,28,41,31,0,0,0,0,0,0,3,2,0,1,2,1-0
-9,12,21,4,5,0,1,1,1,1,2,0,0,0,0,4,4,1,1,6,8,13,8,12,17,6,9,0,0,2,4,5,9,18,40,22,34,0,4,2,5,0,0,2,2,0,0,1,0-1
-1,26,27,4,5,0,0,1,1,2,2,1,1,0,0,4,4,0,0,0,0,7,6,18,19,6,7,2,8,4,3,12,10,1,35,36,36,0,0,4,2,0,0,2,3,6,1,1,0-1
0,23,23,7,7,1,1,1,1,2,2,0,0,0,0,3,3,1,1,8,6,7,9,18,16,4,4,0,2,3,2,9,9,30,28,30,30,0,0,0,1,0,0,3,4,1,1,3,0-1
1,17,16,6,5,0,1,2,1,1,1,0,0,1,0,4,4,1,1,13,13,6,5,19,20,7,6,1,1,3,3,9,9,32,36,33,34,0,0,0,2,0,0,3,3,0,0,2,0-1
-1,21,22,4,3,1,0,0,0,1,2,1,1,0,0,4,4,1,0,13,0,8,3,17,22,9,8,1,1,4,3,12,10,42,30,39,32,0,0,0,0,4,3,3,3,1,2,2,0-1
13,21,8,4,5,0,1,1,0,1,0,1,0,0,0,3,4,1,1,12,11,7,5,18,20,9,8,3,2,1,0,7,4,30,11,32,14,0,0,0,0,0,0,2,3,0,0,2,1-0
-5,19,24,3,5,1,1,1,2,2,2,0,0,0,1,4,4,1,1,9,9,8,4,17,21,5,8,2,0,2,4,7,12,28,49,27,39,0,0,0,1,0,2,3,3,0,0,1,0-1
-8,20,28,4,6,0,1,2,0,2,2,0,1,1,0,4,4,1,0,6,0,8,7,17,18,5,7,1,1,3,3,10,12,40,45,37,36,0,0,2,1,0,0,2,3,1,4,2,0-1
0,25,25,5,6,1,0,1,0,1,2,1,1,0,0,4,4,0,1,0,14,7,7,18,18,6,6,2,3,4,4,12,10,42,32,37,33,0,0,0,0,0,1,2,3,1,1,3,1-0
-1,20,21,5,6,1,0,1,2,0,0,1,1,0,1,4,4,1,1,11,9,4,7,21,18,6,7,5,1,1,4,7,12,0,42,26,40,0,0,2,0,0,0,2,2,5,0,2,0-1
0,31,31,6,6,1,1,1,1,2,2,1,1,0,0,3,4,1,1,24,16,7,8,18,17,4,4,3,0,3,3,8,14,28,45,37,44,0,2,0,1,0,0,3,3,3,2,3,0-1
-1,18,19,5,6,1,1,0,0,2,2,0,0,0,0,4,4,1,1,7,19,5,8,20,17,6,7,1,1,3,1,9,8,23,22,28,30,0,0,1,2,0,1,3,3,0,0,3,0-1
0,21,21,5,5,1,0,1,2,2,2,0,0,0,1,4,4,1,1,21,19,9,9,16,16,6,6,1,0,1,2,6,13,26,34,28,36,0,2,1,3,1,2,3,2,2,1,3,0-1
0,18,18,4,4,0,0,0,0,1,1,1,1,0,0,4,4,1,1,14,7,9,7,16,18,9,9,1,2,4,3,11,12,35,36,38,39,0,2,2,2,1,0,2,2,1,1,2,0-1
0,22,22,6,6,1,1,1,1,2,2,0,0,0,0,3,4,1,1,21,21,7,9,18,16,5,5,2,1,2,2,6,8,28,28,29,28,0,0,0,2,0,0,3,1,0,0,2,1-0
-16,15,31,1,6,0,1,0,1,1,2,1,1,0,0,4,4,0,0,0,0,11,4,14,21,4,12,2,4,1,3,8,12,24,52,26,37,0,0,1,0,0,3,1,2,1,0,1,0-1
-5,19,24,5,4,0,1,0,1,1,1,1,1,0,0,4,4,1,0,6,0,4,3,21,22,7,8,6,1,3,3,10,13,35,48,30,44,0,0,0,0,0,0,2,2,2,0,1,1-0
-16,18,34,5,6,0,1,1,2,2,2,0,1,0,1,4,3,1,0,5,0,10,11,15,14,3,7,1,0,0,2,4,10,23,47,24,42,0,0,0,1,0,1,3,2,1,0,2,0-1
-6,19,25,3,6,1,0,1,0,2,2,0,1,0,0,4,4,1,1,6,6,8,7,17,18,6,8,0,1,2,4,9,11,42,38,34,36,0,0,1,0,0,1,2,3,1,3,3,0-1
7,19,12,6,7,0,0,1,0,2,1,0,0,0,0,4,4,1,1,13,9,7,7,18,18,7,6,0,1,2,3,8,8,27,14,28,22,2,4,4,1,0,0,4,2,0,1,3,1-0
-7,20,27,6,7,2,1,1,1,1,1,0,1,0,0,4,3,1,1,15,14,6,5,19,20,4,5,1,2,4,2,12,8,37,30,37,32,0,0,0,0,0,0,3,3,0,3,2,0-1
